OTU,Transect,MantelR,MantelP,Mantel.y.intercept,MoranP,MoranZ
OTU97_74,1,0.134838565681395,0.024,1.36472630723186,1.17520799980397e-07,0.126611704891543
OTU97_74,4,0.0977337667100537,0.031,2.40150598254319,4.21974819013737e-05,0.092203244318342
OTU97_74,6,0.116864367360415,0.019,2.7284905818122,0.0047053751985644,0.0550935125617613
OTU97_745,9,0.176176617399637,0.013,1.68525328190984,0.0723839020539077,0.023689523695665
OTU97_7476,6,0.13655354324361,0.04,0.279928275225905,0.0558783079092597,0.0224269073062478
OTU97_769,1,0.107292886663318,0.041,1.29696214441663,0.00831195562634135,0.049273499030301
OTU97_777,1,0.174344318244869,0.019,0.600312141884921,0.517785129070366,-0.0108570588658856
OTU97_794,9,0.195096790296281,0.013,0.611969162790743,0.124329143331112,0.014688561844188
OTU97_8026,10,0.157478835109492,0.033,0.312615973530077,0.18807895640496,0.0055654675791237
OTU97_809,4,0.238379508515069,0.001,0.145337842616664,5.26101046283145e-07,0.108735694139437
OTU97_826,4,0.301268768793763,0.001,1.0166928737031,1.28429853418766e-08,0.135775332062561
OTU97_8376,1,0.269160339622909,0.002,0.127446473389448,0.000156955696476224,0.0747421216961623
OTU97_8619,4,0.313367646293196,0.001,0.442478649728954,1.91429968290358e-05,0.0933339575462298
OTU97_8831,10,0.153350471270105,0.041,0.0262242603603601,0.786969396846669,-0.0322638897230086
OTU97_885,6,0.14944858594642,0.022,1.41357803512681,9.04468311357931e-08,0.121644719489444
OTU97_8926,10,0.186586548343793,0.008,0.239556889972433,0.0140345734014995,0.0376687844894667
OTU97_901,10,0.156428676033663,0.04,0.0801717104359802,0.00260827252953044,0.0354064233650716
OTU97_904,4,0.168834988023496,0.011,0.78870429931952,0.00113985423062668,0.0607493891530186
OTU97_928,4,0.125248866383419,0.03,0.721600363818823,0.0631856071476375,0.0259422284690034
OTU97_9280,4,0.172345724003853,0.025,0.0926537625973808,0.703114355424015,-0.0372553916601672
OTU97_930,9,0.108774985841807,0.035,2.31206626476257,0.00564030488926215,0.0533534032696401
OTU97_9348,4,0.144318862558282,0.035,0.229716255023675,0.898145255415626,-0.0320329345317665
OTU97_936,1,0.205403347573259,0.003,1.54088253615472,0.000602852338769333,0.0722456861882775
OTU97_9723,4,0.142878611797937,0.022,0.790390136825553,0.0242195746412313,0.0370490152742489
OTU97_9984,4,0.126362588614739,0.038,1.1107668089797,0.0133024539167705,0.0440237509056834
