OTU,Transect,Range,Habitat,Max.abun,Kingdom,Phylum,Class,Order,Family,Genus,Species,SG,group
OTU97_18432,4,0.29951553,Understory,2.825260073,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_6309,10,0.299143482,Ground,5.433369205,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_7161,12,0.298182968,Ground,4.872390076,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_4609,4,0.29733468,Understory,3.699356713,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_13629,10,0.296826057,Understory,2.731195116,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasmatella,,Specialist,Understory Specialist
OTU97_1842,6,0.296231422,Ground,3.978262814,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,,,,Specialist,Ground Specialist
OTU97_2721,1,0.294713829,Understory,1.781316064,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis,,Specialist,Understory Specialist
OTU97_2161,12,0.294089972,Ground,3.353872148,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5074,9,0.293978417,Ground,3.449468133,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_8024,12,0.293977532,Understory,3.671115477,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_13724,12,0.293637801,Ground,3.248312212,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_19843,1,0.293066579,Ground,2.189560747,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus serenus ,Specialist,Ground Specialist
OTU97_6268,6,0.29023173,Understory,4.063984122,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_7523,10,0.289406512,Understory,5.24706132,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_20220,6,0.289228186,Ground,2.562425688,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,,Specialist,Ground Specialist
OTU97_5202,4,0.288107483,Ground,5.664039016,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Specialist,Ground Specialist
OTU97_636,1,0.285453757,Ground,4.158866196,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_853,4,0.285143247,Understory,3.467687768,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_6916,10,0.284536413,Understory,4.709713644,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_11835,4,0.283270323,Understory,2.468722666,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,,Specialist,Understory Specialist
OTU97_12153,6,0.28220197,Ground,3.978262814,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_11344,10,0.282162774,Ground,4.079254979,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6550,1,0.281176802,Ground,5.881105587,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5300,4,0.281163224,Ground,6.029424563,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_6461,12,0.280187445,Ground,3.291097879,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_10500,6,0.279607298,Understory,3.619326273,Fungi,Ascomycota,Eurotiomycetes,,,,,Specialist,Understory Specialist
OTU97_4168,12,0.278765996,Ground,5.875565872,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_5901,1,0.276623227,Ground,6.147663307,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Specialist,Ground Specialist
OTU97_198,9,0.276467804,Ground,5.499690846,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_6043,10,0.276169569,Ground,5.576532721,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_336,12,0.275365672,Understory,5.697779093,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_548,9,0.273808522,Understory,3.00637937,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_6454,6,0.273238084,Ground,5.607677072,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Tumularia,Tumularia sp ,Specialist,Ground Specialist
OTU97_834,10,0.272113742,Understory,5.449271434,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,,Specialist,Understory Specialist
OTU97_3179,12,0.271345955,Understory,5.375878973,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Understory Specialist
OTU97_2022,10,0.270595499,Understory,6.997152252,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Specialist,Understory Specialist
OTU97_5067,1,0.267754176,Understory,3.662757052,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,,Specialist,Understory Specialist
OTU97_2382,1,0.26741883,Understory,3.952180294,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
OTU97_23185,12,0.265151705,Ground,1.874566133,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_12857,4,0.264183785,Ground,3.410274614,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_8840,1,0.263816424,Understory,2.732348487,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Porostereum,,Specialist,Understory Specialist
OTU97_2329,10,0.261311495,Ground,6.705749664,Fungi,Basidiomycota,,,,,,Specialist,Ground Specialist
OTU97_6436,4,0.25957031,Ground,5.726341278,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Ground Specialist
OTU97_19702,1,0.258555465,Understory,2.68435226,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phanerochaete,,Specialist,Understory Specialist
OTU97_1898,9,0.257684142,Ground,6.679440831,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_2571,10,0.256278005,Understory,2.828985275,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_946,10,0.255644903,Understory,6.510477244,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_9248,6,0.255471416,Ground,4.047220404,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_899,6,0.255060215,Ground,2.240743301,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_11815,12,0.255060007,Ground,3.978643204,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_435,12,0.254989857,Understory,5.683953749,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_14001,4,0.253815441,Understory,3.174353813,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_9693,1,0.253282472,Ground,4.340513171,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Specialist,Ground Specialist
OTU97_5911,4,0.252580385,Ground,5.318013579,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Specialist,Ground Specialist
OTU97_5627,9,0.25226962,Ground,4.813219065,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,,Specialist,Ground Specialist
OTU97_2405,1,0.251945339,Understory,5.91928171,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_4530,1,0.251347537,Ground,6.070705814,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Specialist,Ground Specialist
OTU97_6071,1,0.250313047,Understory,4.399539211,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_2319,9,0.249060897,Ground,4.315804465,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,,Specialist,Ground Specialist
OTU97_10555,4,0.247805917,Ground,3.979077913,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Specialist,Ground Specialist
OTU97_1872,12,0.247703972,Understory,4.08573336,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_621,10,0.247202649,Ground,9.420850744,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_2925,4,0.246972867,Ground,6.405409002,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_15030,10,0.244623348,Ground,3.313960705,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_2059,12,0.244583414,Understory,6.753837427,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_9812,10,0.24415543,Ground,4.161654827,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_3984,1,0.243961334,Ground,5.509460762,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,Specialist,Ground Specialist
OTU97_4188,1,0.243232424,Understory,3.865751583,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_3986,6,0.243195346,Ground,5.213349372,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_14632,4,0.243162307,Understory,3.409949437,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_4433,1,0.242809194,Ground,4.51047012,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_1011,1,0.242030413,Ground,8.985081226,Fungi,Glomeromycota,,,,,,Specialist,Ground Specialist
OTU97_5035,9,0.241486141,Ground,5.869150427,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8580,6,0.239613202,Ground,5.159346111,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_10260,4,0.238799598,Ground,4.387770491,Fungi,Ascomycota,,,,,,Specialist,Ground Specialist
OTU97_8274,9,0.238397808,Ground,5.189284855,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Ground Specialist
OTU97_4087,10,0.237171273,Ground,6.584509132,Fungi,Ascomycota,Sordariomycetes,Branch06,,,,Specialist,Ground Specialist
OTU97_506,6,0.236987837,Ground,8.441711839,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Ground Specialist
OTU97_3270,12,0.236977158,Ground,6.319750654,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Specialist,Ground Specialist
OTU97_7762,4,0.236730558,Understory,4.882907558,Fungi,Ascomycota,Sordariomycetes,,,,,Specialist,Understory Specialist
OTU97_548,10,0.234694334,Understory,4.284155579,Fungi,Ascomycota,,,,,,Specialist,Understory Specialist
OTU97_9056,6,0.234095732,Understory,3.993575908,Fungi,Basidiomycota,Agaricomycetes,,,,,Specialist,Understory Specialist
OTU97_260,4,0.234088883,Understory,4.204443371,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,,Specialist,Understory Specialist
